protein,X60_1,X60_2,X60_3,X60_4,X100_1,X100_2,X100_3,X100_4,X200_1,X200_2,X200_3,X200_4,X300_1,X300_2,X300_3,X300_4,X1000_1,X1000_2,X1000_3,X1000_4,f_value,p_value,q_value,significant
sll1031,12751813.9429413,14069017.370573599,23747623.845339898,15831946.4364547,7667853.72809895,24117796.8271441,20196833.161842898,22818295.617580898,3821021.24378037,1861120.68171669,7216270.27346716,2965705.33705119,6802795.92601964,1525483.56863434,1558115.25030706,1736468.88435018,1132636.97652254,1067207.4860875,2014974.57545084,2404372.98957877,14.3191976067389,5.245301117172622e-05,0.00033109479902514963,Yes
slr1617,1087539.40146,1192191.18414,912261.7573709999,923889.4064409999,602758.691464,397835.178354,465054.91113,400955.705002,512830.066533,374182.657284,480353.347924,329483.425913,501344.71287299995,435294.80850100005,268932.058598,93680.5775513,573776.537456,256947.188507,718738.34843,567996.617804,14.290826054490188,5.30561405961915e-05,0.00033339331590850066,Yes
slr0742,299671.21497190004,598907.3413430001,561041.002751,543953.3234989999,546672.884801,728611.3233,456496.60171499994,545583.0310739999,1827359.562403,1264561.801851,1719782.383959,1142581.206849,2169394.7236220003,1232111.878716,1303390.0225139998,1489167.7207870001,1062452.634579,1074343.898499,912848.2225,832759.382596,14.269898229668511,5.350606296399181e-05,0.00033471281540254966,Yes
sll1806,11255182.505204,8802541.49222137,8626278.10278838,9871966.967089599,10242585.7383584,9729463.52037867,9199371.32046454,10058739.6564374,23016878.6522766,14593437.044659602,20981318.3302417,16463718.7563018,29302479.686388105,20604812.575370003,22026844.2018883,20776958.228423,31182178.557991803,22202764.8428127,17124478.0036099,24951309.251854002,14.228354157961594,5.441206835897204e-05,0.00033886087214627677,Yes
ssr2831,183464560.1919,214637983.5695,184588745.622,214997354.4797,200115497.5192,222139985.1194,215149874.9642,227093391.3387,240109587.60266,195563075.30926,234669500.7033,180934779.11613998,262981222.50879,192665299.18963,205881842.26347,221963777.57232997,105177601.53731,150999853.75048,79278488.03613001,67723306.24855,14.183228438059267,5.5415920412123413e-05,0.00034357870655516516,Yes
sll1994,4540379.92935457,9244401.93209024,7785948.79503451,7885065.74787368,6270215.90700682,8302635.39033049,7910494.579592301,6279896.93309784,4002915.47832035,3045780.87078328,6122488.26733457,2439708.8406976,5356103.59591631,1926099.30812719,1909637.42451626,2217180.31780037,1047512.61860109,982212.749028713,1097847.88925666,1379067.83832261,14.13948446154042,5.6409094669734605e-05,0.0003479530265585749,Yes
slr0394,54975610.5121371,49008166.6030254,48187000.123385996,56279122.7384407,93782571.71774471,68269130.4268152,73008530.5179285,43964396.777384706,130401388.988826,136597281.932546,102305076.863038,149801621.18308502,94109795.31307359,108051042.74275501,124419830.48019299,112249562.403315,125231614.5555,124272801.8808,164967524.144821,98041823.15050429,14.130293856085713,5.66203132822914e-05,0.0003479530265585749,Yes
sll1528,8630913.42671996,8233404.46915159,5923864.24214701,6073833.27355753,9528986.18345307,6144825.79913614,7394671.81524513,6587145.33101703,11163398.9174009,10651746.0183345,8146936.55006992,10577517.7076676,9349527.77562968,11220482.9656828,11214016.5405957,10720358.5094389,12244236.478113499,12677918.1855184,15516839.371170402,12859591.0684819,14.105103040416866,5.720385473910604e-05,0.0003499972691274251,Yes
sll0577,2458937.9561799997,3559747.1420699996,2681539.28755,3133107.47127,3044004.97955,2530047.15682,2760571.54068,3316614.00007,6878420.92786,4262701.21622,5647587.18065,4472930.630580001,6667029.092069999,5013918.21302,5203577.931919999,5529149.25981,5964467.371040001,5818263.839269999,4558893.829059999,5741277.51798,14.047387525252558,5.856667824579692e-05,0.00035532929724201565,Yes
slr1329,108871997.152741,97136237.2208646,78339457.18014,79908155.10145742,107993946.023054,72919297.80120021,78169120.26433891,43946954.9977673,131158031.46951999,131499931.747105,115365943.216028,159810875.540442,124621435.388497,160540289.29015702,131204666.662484,141477427.499826,192021917.62653202,159781955.82087702,192314143.424492,141017411.839597,14.046632072568716,5.858475868506351e-05,0.00035532929724201565,Yes
sll1074,3295030.87957015,2887922.29341974,1964351.49432681,2447532.67420789,2239877.16537386,1768602.87762799,1833318.65723814,1228552.00941221,1835547.3167081,1303552.43119105,1527685.38860947,1327526.37247073,1193136.84619401,1441364.9198052,1141989.19897709,1394803.52865511,1069907.23588635,581391.448488627,994745.175799102,372636.095035827,14.029192149261815,5.9003914833553927e-05,0.0003563223428260075,Yes
slr2076,67647221.8312783,60685557.533859,93282999.92449151,86671020.55555229,67755089.6200421,140895255.23558602,115661353.91475701,110949516.68263201,21945587.8465284,11254019.8702592,53553582.84135371,8468149.89012352,73337264.75042209,10673005.1625689,9089571.57997476,11527752.5049315,7954032.34470544,6907071.52919745,8641092.60933057,8104224.265527001,13.988686545102905,5.999060423092414e-05,0.0003607193659574964,Yes
slr0527,1036013.65898,1064274.49926,959077.992581,897950.6314530001,380219.234766,673647.281651,641108.39046,481384.826405,415824.190839,524822.379604,335432.63923800003,149592.69020799999,79336.49980630001,277147.84578699997,202534.639661,641568.760329,172657.184213,429855.128656,342241.093591,131647.319731,13.867091462239262,6.306664391775767e-05,0.00037713674249083843,Yes
slr1794,2702795.39996695,2431423.07378043,1407877.55346438,1420952.41479426,1347499.12692256,1171492.81597521,1116904.63862937,916493.58336804,3688860.01582311,3280887.63635032,2726529.1294175,3703794.19493398,2554628.05035688,3599322.35493364,3136168.49597,2693654.63201365,2880168.9443555,2034875.65342545,2166356.0682428,2706164.82539586,13.859610499417721,6.326164712749547e-05,0.00037713674249083843,Yes
slr0918,771705.722849,1047201.9446,733269.307361,920729.529534,924627.1302969999,807018.944653,661891.809071,824134.982265,988869.8240709999,900206.177227,995745.6981530001,997521.461782,998287.64029,1253506.61111,1134940.99237,1228119.9306700001,1570336.87014,1215374.17526,1488044.94371,1241144.2065,13.676442504288115,6.825596628448181e-05,0.0004051790339014984,Yes
ssl3432,2693181.3352099997,2248092.68824,1697296.6435200002,1876055.1188599998,1566356.39772,2090271.9293400003,2486748.4421599996,246732.61672399996,7114876.49658,5482720.10905,6764212.12461,5407441.6767,9492721.44853,7940452.39788,6910452.40863,9126988.492010001,4485582.771869999,453572.374881,6992570.12429,1464856.06881,13.621675461850337,6.983486951881113e-05,0.0004127950973675488,Yes
slr0729,11286316.24093,16352178.3064,18410293.5924,17962720.02639,12941946.30005,14904557.79036,15628497.563970001,2603285.960823,1221025.8320870001,784217.738836,7733755.565839999,1586356.9547920001,5587091.17254,1994590.0853990002,2641955.255834,3711249.493603,884029.5170168001,1858843.6742880002,1124098.494495,859938.3381694,13.583025371377635,7.097402239552826e-05,0.00041666784768102955,Yes
slr0776,2020919.84521715,2553038.09134965,1981337.87723986,1779010.25204571,2332599.37657198,1760041.50812194,1861471.60764261,1574541.04393526,2394449.32980578,1938943.83594187,1941435.46597592,1975242.45746499,1549578.77894681,1861806.12419018,1690166.53514926,1634073.86064329,829260.434494881,809465.5579353491,1122681.24793224,1111114.22376131,13.579216484742167,7.108741774056274e-05,0.00041666784768102955,Yes
slr1363,7114454.26359182,8970202.61727524,8484322.10562133,9414193.94257658,5845590.91518665,7924845.22700115,6009705.96850468,8861932.42311074,5962235.27573454,3859875.40213675,6444655.38913191,3653234.64814372,7312004.75074784,3047399.40550047,3679182.49201793,4412775.936627599,1969402.49972211,2679314.07767712,1924160.4654233002,1957789.48791101,13.563146367421545,7.156810900067692e-05,0.00041773017596629416,Yes
slr6101,462846.632556,325614.314733,301409.329599,306476.627031,488494.28588900005,367135.89944899996,563786.317711,515709.095725,277104.63443000003,324186.002682,262737.555167,351686.731949,276535.152217,308897.371686,262797.561289,310173.455631,483737.253957,592109.180251,552203.901207,494762.57614300004,13.473869202912475,7.430652640067482e-05,0.0004319066847039224,Yes
sll1479,3026075.68617,3985926.685,4149741.84086,3885797.7923800005,3575078.49639,3035007.68958,3131441.9912799997,3961798.561112,2414268.773741,3077741.80042,2964280.48127,2841705.862355,2105604.324997,2226585.361688,2578694.0970799997,2161637.4506900003,1897028.0719490002,2092137.189922,2739254.65705,1749275.8225049998,13.448736117333915,7.509869926427129e-05,0.00043469993972472385,Yes
sll1941,593765.1065069999,712465.319528,541860.0058439999,602209.9778189999,603775.49288,553672.67398,600225.175259,341332.935001,974071.6573280001,1167389.673464,878696.394551,730143.789584,774290.91987,1277944.222456,1025273.0061690001,927305.3231889999,1542217.637716,1119865.560295,1903776.2689130001,1328678.123383,13.366823184402223,7.774765579634701e-05,0.0004474987542897851,Yes
slr1855,18920978.4190547,15888934.1730085,22130395.1555269,23729166.107911803,13677807.4236293,19223837.277169395,15748168.480385,5859006.79460736,4407709.43108942,2465904.47526547,10584863.5190671,8341861.96930409,12882111.80719,6740317.36539646,6019786.67863093,4573467.16693644,2003193.17285007,1969105.63597801,2865226.16441092,3189653.66287117,13.360654249129201,7.795139590854321e-05,0.0004474987542897851,Yes
sll1306,1603791.141728,1260115.543133,2067824.9431099999,2501394.67325,1543981.363984,2063095.31725,1321992.4156809999,1957607.182596,6780620.01451,7340406.699289999,7537343.5413,4630114.91585,9430222.44574,6351239.9280900005,4199145.70548,5256259.17889,3408260.46991,4206101.722490001,1722460.415268,2171058.9854599996,13.332342724501942,7.889422050239647e-05,0.00045105507213460277,Yes
slr1167,151943.064548,116595.647325,113964.163595,144936.37589300002,267441.237061,114138.820021,73885.37161910001,150025.246051,286526.667002,266516.821162,199013.400167,290340.214832,186502.876512,131739.775467,204065.83563699998,94793.8714903,474548.902516,402992.328389,490151.687712,280071.114862,13.27556694395743,8.082412208960264e-05,0.0004602026543469211,Yes
sll0288,226651.88904,289949.399867,204351.549855,198031.725751,203101.88750399998,173286.128589,160339.733037,206526.388553,309392.782207,316905.23134299996,270676.69615100004,332431.70577199996,235680.56715900003,352793.247462,305915.502407,244659.230821,515910.62367700005,325106.147191,490574.758438,407509.285429,13.262273114446616,8.128368739437604e-05,0.00046093798339493734,Yes
sll1696,239813.579714,254605.19267199998,170364.69334600001,203054.083162,210861.098,173992.86383699998,152889.62932100001,170874.128828,254552.9666,263280.218329,259385.54752300002,246697.17938800002,219575.855766,205829.554122,199652.275755,197769.25193,259381.133262,309912.458751,323447.80091399996,275783.68628699996,13.243065083407053,8.195294014453678e-05,0.00046285162551266723,Yes
slr1834,46851724.7357,52989553.4524,37945342.4922,39588366.4574,33210268.9799,31163836.776,29407310.1534,27585640.9532,40259180.9471,35680062.6523,28333252.2165,33898912.8528,26642140.9692,38418904.5486,33746832.7073,27715122.4784,23001494.3176,15957756.5499,20258985.5681,20181206.1056,13.21397671955265,8.297835752063018e-05,0.0004667532610535448,Yes
sll1835,7158707.38050891,6637533.6552637005,7375167.24041589,6360164.1861298,7186672.79329817,5641687.0497016,7672381.68780829,6459737.784214701,4074944.34694728,1630075.35789584,5383360.76340912,1338593.5465733,6145332.025816599,1222037.69815997,1421242.51948055,1938673.13181997,1082523.02185058,1182067.12022155,1162634.35947666,778713.9479926521,13.149635441130842,8.529851665620894e-05,0.0004778772318691224,Yes
sll0245,5885936.66366715,6764894.79578009,5166927.1252793,5993796.22016705,5885323.21576522,5499632.7749452,4829873.73765448,5103873.00216022,7838080.62695559,7220301.67130415,6560305.41880264,6689323.64870604,5666956.06075667,6296218.74312168,6418017.52855721,5867731.7633544,4909941.8349452,3862490.07349744,4924230.01374357,3700556.73109195,13.119775823469267,8.640014565015302e-05,0.00048211281272785386,Yes
slr0758,1242221.5948649999,1479187.146299,1352289.842955,1208636.1824100001,994807.470143,1162143.026262,1351632.2610260001,1009767.7843149999,497105.84496,351822.787979,645468.1370100001,209052.99704000002,657062.860057,378835.33769699995,224505.9629061,618193.930724,919490.7593240999,858111.666431,264672.61207539996,1041363.9242882,13.093617604958768,8.737846557417289e-05,0.0004856293206213991,Yes
sll1578,386655869.04831296,106794655.553184,333877091.060229,193570198.40464,174199184.279003,296012060.156513,246684128.55083102,496194478.67565596,4995980.42907313,1378714.52686339,5255864.1645626,1619693.05890655,7814991.77411901,1815424.05652489,3490097.03366229,2810469.4914277,978537.189820067,1172025.95079478,1348580.48804253,1495274.11802621,13.08011840165182,8.78882387923361e-05,0.0004865241790290034,Yes
slr0575,1544580.5980000002,1500690.653635,1411944.265132,1174751.916972,892230.815873,1523733.710208,1072043.153493,757081.974162,853860.130595,489162.337961,541709.237321,435082.6818094,545291.649025,298342.0504925,614141.3867050001,531504.360387,627812.847138,657874.1203399999,962583.0058889999,676812.2121691,13.055066993981333,8.884320731723796e-05,0.0004898666964725176,Yes
slr0875,361157.313429,509214.89627299993,390944.840105,487777.3799,72745.70503099999,483137.054797,59879.259127100006,491703.540115,938396.4533350001,1098570.50409,829219.5809770001,1148900.65906,728766.511858,1043238.1414399999,769952.89114,708043.445565,519272.66290399997,699177.029628,793931.956892,840950.388753,13.027752934290378,8.989783953656582e-05,0.0004937302604468871,Yes
sll0136,360537.178025,764314.835097,706440.26655,795187.740554,931008.578661,839613.180342,854894.213843,867297.6226100001,1237238.05101,1165562.28747,1150556.9189,1201195.17704,1079665.41351,1145736.54833,1102771.5263,1116842.92166,1188441.87161,835656.47806,1038835.81208,920857.0837940001,13.00913429561501,9.062485256794995e-05,0.0004957712522834909,Yes
sll0395,3539561.720362,4306539.203267,3470591.954644,3688136.9925220003,4077002.619161,2922927.138528,3231039.589912,2507023.6352049997,2804295.110285,2108818.237218,2541949.1914790003,2064869.196761,2595324.561563,2099705.779794,1811343.9236240003,2479613.7499349997,1737973.489225,1455418.376564,2075736.1396,683009.3678033001,12.871151479241298,9.622502391314538e-05,0.0005243512045267102,Yes
slr0106,1876237.6206419999,1275494.989554,1396038.599038,1588071.6688120002,1089635.011531,1090181.259839,1163242.191072,1147696.121224,867291.654568,518698.099246,826284.6269050001,841278.9787239999,799320.4187340001,273950.367922,487134.22363079997,511472.436923,104449.7478549,622891.911422,1009843.7905540001,331249.639249,12.854763645456527,9.691579210277438e-05,0.000526060427950857,Yes
slr0298,1359359.3552299999,1703329.85335,2583665.48826,1943826.04793,421464.197091,2360658.758,1291114.59403,2284996.4005400003,300450.668764,127203.25918499999,95063.28816839999,168350.957464,179091.95299000002,354683.06036199996,499751.84672299994,355879.09578699997,78279.8773772,90647.62653139999,129834.714927,93064.9675567,12.832798184100092,9.78504861078022e-05,0.0005290753027921863,Yes
sll1185,11333089.8596705,14156654.272608802,10487343.878889501,12902975.5435738,16140153.2272124,13081342.9959494,12528373.4110699,10071940.8153548,24598999.3543237,23748080.973359197,18199813.5506048,26811023.2174459,15457022.9596026,22127144.166824803,19332539.8173888,17070719.481044598,17269973.665325698,15900464.648674201,18587358.426545396,17657727.1631669,12.793675527989999,9.954065442721507e-05,0.0005361359572431081,Yes
slr2072,972513.950950305,1412393.6934186001,1021327.59242097,1261961.25067233,1009066.89722271,1009405.82570338,903336.538793807,627364.680024621,1944325.80051894,2095211.77440572,1606084.51950646,2175147.02474674,1362779.5253949,2054458.49903022,1969101.95338908,1639035.49817667,2572269.63702105,1739785.23885061,2807311.11036434,1915142.04820728,12.752348879133264,0.00010136202828777013,0.000543846267159382,Yes
