protein,X60_1,X60_2,X60_3,X60_4,X100_1,X100_2,X100_3,X100_4,X200_1,X200_2,X200_3,X200_4,X300_1,X300_2,X300_3,X300_4,X1000_1,X1000_2,X1000_3,X1000_4,f_value,p_value,q_value,significant
sll0886,1944381.4691020001,2224571.793025,2116591.442109,2306469.323047,1623491.036143,2139628.34614,1864007.1220919997,2782816.5883692997,1966847.949775,1194817.17626,1901531.572425,1304798.471741,2226892.900845,1242385.0593690001,1393112.1485549998,1257342.945952,507380.00813970005,940686.843883,809626.048835,838046.182166,8.971966498341667,0.0006602022257077487,0.002428431897186144,Yes
sll0414,6377299.345,4146681.966622,3632332.2345300005,3323523.28685,3119799.461682,3024192.034875,3188220.992489,2765590.042224,2734532.991034,2363884.212242,2245360.638275,2341036.631267,1855667.7909290001,2447485.559444,2378586.0151150003,2158629.185975,2151869.1313529997,1740244.851721,1795202.655844,2042623.1637209998,8.96504910099104,0.0006627740096123515,0.002428431897186144,Yes
slr0228,4830041.7417631,2952994.30085554,2635857.597031,3190737.31307379,4328733.85546315,3289719.97130266,2915249.83541902,2667639.80560289,6247571.31058287,6198799.78603485,4735111.50215216,7507120.79598282,4352682.62619081,8313255.53042462,5718077.54050221,5572238.4923638,9324046.51685979,5559184.67749597,10210207.6069121,7839588.11336128,8.963774446310154,0.0006632491418121296,0.002428431897186144,Yes
slr1463,14693245.7643827,16179506.3697324,11515587.8245983,14458431.138678,15427616.7253439,13292421.128296198,13332771.577991901,6641527.83270446,36504434.814135,34597250.6552258,24401413.4393197,37731433.919695295,24107832.549585197,39460297.202561796,25230050.9437988,30079782.025319,42092151.019714,16072597.5335548,37509394.2375263,31232744.626487896,8.89657965119029,0.0006888501378897165,0.002515565294126059,Yes
slr0072,102537.04017200001,118323.058241,111041.77688900002,145490.23208800002,153191.47173599998,217140.966368,198126.64471199998,198084.05106199998,223506.867568,278304.98621199996,293636.853078,212316.681965,250214.716827,188963.089557,149327.568841,147169.924759,157166.475181,167812.055663,129310.39201199998,95351.0535383,8.886902053214554,0.0006926285075954648,0.0025188283246963135,Yes
slr0676,2445357.883,6651194.32547,6114630.84626,6055735.90145,5153022.03619,6260326.43369,4044232.5844,6881298.8626,2301782.24081,1844265.8566299998,4046657.6332900003,908190.199934,4664086.843280001,1451444.5024299999,2892563.3377,2962893.38117,1104377.07855,730711.571922,1404354.15276,635995.904232,8.882967488384375,0.0006941713523718169,0.0025188283246963135,Yes
sll0915,4984526.17136402,5121172.56837498,4896556.60592365,6110918.33691208,4764948.96154598,1673536.98787764,5186630.31463503,1598998.26166035,3769267.78418165,2444317.50280042,3305334.37712323,5610917.58009871,6014120.56424265,6293780.27801145,6369425.29028253,6107279.16083205,8466475.99253238,9595658.21107222,6118243.10846731,11883378.983008198,8.880450146495097,0.0006951605053821368,0.0025188283246963135,Yes
sll1821,45083919.620172605,41176747.6666452,32351395.731587104,33116262.326120302,33634957.5517221,35527580.854056895,38607932.7806058,41552757.8050801,26009933.0298166,12615701.7288575,34243696.2615688,11766379.426831098,43322585.9038713,13075049.795284301,14286756.8453328,18495109.250545003,8289220.79940636,8104194.5482198,5140146.77343968,6784736.98730341,8.867681361059462,0.0007002024192179847,0.0025305242870701777,Yes
slr0376,1152708.70624,1189156.7038,373968.906275,718641.5248029999,183285.251125,397176.685162,454223.0355,715601.539338,238119.177933,268504.58380100003,175310.950664,267319.37932300003,103018.30772699999,157767.47421800002,190735.165771,142229.3228,188928.862123,90764.69053239998,141488.77803800002,166990.357623,8.85587054226388,0.0007049028999601065,0.002540929057995733,Yes
ssr1604,12030173.1827,10633080.1716,6206199.03424,10143791.9459,4206991.96005,8438817.54854,7957828.42937,7753411.88001,8548852.0577,4126997.47513,8664710.698719999,3289133.11845,8252000.315210001,2827974.4676599996,5769766.69176,6043645.95374,907872.225031,793025.250797,912964.462847,1165083.74605,8.851151268372961,0.0007067910475862916,0.002541168843770301,Yes
slr0950,1381503.867808,2701184.79435,1914676.83572,2123991.125608,1975940.5156450002,2258975.392988,1698115.235142,2332730.465393,2070438.435647,2161044.615643,2052709.325447,2029404.9459119998,2002233.265348,1890032.962677,1852516.2518900002,1717486.859289,954269.536442,1037860.428852,1253257.7077040002,1044067.47179,8.828342621260306,0.0007159975965049265,0.0025676520491629113,Yes
sll0149,2316471.90088,4774430.06365,5325905.3231,4331998.05355,2150850.61658,4735727.64741,1404667.76804,4278787.694619999,1657646.5165,1128518.49071,2175077.01166,892836.0345930001,2270605.64883,750977.7556939999,946260.0187280001,1110322.1780700001,485449.033448,488037.50203900004,656053.392525,443750.502763,8.801132130795464,0.000727158752134789,0.0026009909210975147,Yes
sll1213,6072331.588910201,5194455.78049087,4589724.75799633,5673150.2500281,4688180.16229801,4128187.80172145,5747053.51632032,6857758.98583465,3129026.82149652,4289814.78299755,2567922.59977149,2523405.69797891,4192413.78959233,2416349.87221333,2916004.83469521,4021987.48347641,2229343.35950241,3212066.84614616,3362518.24129243,2239483.22614169,8.79484386676808,0.0007297659576221009,0.0026036406927949637,Yes
slr0357,485955.04157715396,414946.73061709706,615839.735032404,507488.089960472,798239.3793132559,473158.679092915,779327.338663901,380154.425029641,1426075.22423113,1137673.44668024,962683.301434339,1281963.18434407,559453.581432309,843590.9134692879,480635.08315679897,565478.54295106,714308.6403318159,543469.352245977,1106378.01771327,732085.91690603,8.761069734883662,0.0007439512906290556,0.0026474797204783995,Yes
slr0774,1061191.29781139,1215221.04059558,1627946.93651933,1599462.75947021,1368863.28901042,1340350.16621924,1041255.9109597,1691225.68540654,2472402.01711279,2975889.28207659,1866335.29698612,3313382.38638021,1647945.92900282,2918774.00118785,2035589.4474121002,2125236.6880207,2865049.69803196,2253228.28134976,3058870.46537112,2470368.87367729,8.750277355839811,0.0007485496731483979,0.0026570656336946945,Yes
sll0058,32039801.451350298,20171998.101553,15905162.7323602,19618137.2268593,23881461.393808603,20386488.892279897,20402728.7267046,18529836.898726102,39757410.771147296,40379262.2869591,33822427.48101,63195627.932776906,37157304.5313641,41412541.403985,44167148.4624456,47764500.5515785,44609310.2286053,41144047.3086849,28944440.6828197,33507011.7521474,8.674629285327462,0.0007816984669100334,0.0027676887343642043,Yes
slr0342,3115593.54045,1118102.86061,1395890.48542,955381.738681,3154475.35427,1236679.5982700002,3579312.49109,1519087.87155,4786057.65431,5572790.7416900005,2454505.8327900004,4637280.629290001,2601625.29154,4105101.63044,3361557.39434,3175727.44834,5778561.95024,5926452.24415,13693050.0662,10161724.2729,8.6302916730856,0.0008018969520854488,0.0028320158181245596,Yes
slr0073,1086712.33586033,2115925.68997066,1807018.14394669,1642729.70767767,1085873.33733381,1459505.92845704,1140589.49808958,1393210.01346477,850167.799912293,807637.6259248579,935985.265316585,1032264.56990898,865470.174859922,936812.7603984041,789292.885271466,588785.352145546,1030386.06010772,684949.196456956,1138240.69541987,758618.9378749259,8.605538196306012,0.0008134299366331344,0.0028654918222303597,Yes
sll0019,5018675.83015018,4718435.554743401,3395364.12886789,3576885.14304338,3951580.51063824,2583656.01521015,3283226.49617249,1339212.95162576,4938031.24232601,5317345.5575987995,4415378.09348132,6461985.23878542,4342767.34493395,6016563.87115074,5032071.47135632,4855703.35957848,7092485.27928566,5782115.19895573,8482828.13686448,5596342.22891311,8.583818068169034,0.0008237042529677653,0.0028943764052645655,Yes
sll0051,21957646.699725,21315198.175009,23282178.858371,26925094.902353,14515693.356939001,17068479.335048,14992608.235270001,680788.427512,1326316.405066,2079455.1314830002,14293141.023001999,11851865.080959,11161761.519313,9016931.550503999,11388224.291667,8196228.468661,5231782.383337,6996356.187748,6230952.876273001,6542495.766915,8.53872724490624,0.0008455054705501347,0.0029635179181342662,Yes
slr1618,2787797.9037200003,2785050.9840599997,2090561.27941,2292193.8571099997,2290460.67863,1908194.9565299999,1475506.9276,1892159.39917,2121846.53054,1506602.2833,2372672.8138200003,1577178.51065,2198767.4846900003,1817274.56092,1821656.9344900001,2027621.61984,1454125.15296,1298466.81321,1084770.19973,910714.973311,8.529902665265771,0.0008498480133812032,0.002971273129490673,Yes
slr1645,3451841.67361,965781.2492940001,2057334.1283599997,1896222.2750799998,780608.927291,1832747.43509,2002175.3931599997,1022014.4486799999,5108533.44257,2814352.58092,5069650.17715,2665850.80995,3715889.02945,2576106.7052599997,2777718.96613,2334960.45762,969407.923208,690079.332713,583364.526169,634830.023043,8.485259000750705,0.0008722070307816193,0.003041822019850897,Yes
sll0224,2634614.61140401,5155164.05489249,4703013.64352691,5289868.42090804,5926378.63249596,5538243.39468389,5107114.28234969,10028017.7107854,9406833.2935434,7608314.78234198,7545620.2606460005,7602122.23514472,13775427.498179002,9095215.02098282,10403493.230451599,10765612.2841546,13282168.3912399,20182833.8023972,9604144.58225005,12109262.7662159,8.45175119183816,0.0008894259393034547,0.0030941376192726165,Yes
slr1550,1266537.06687404,1782847.29826968,1295970.42236816,1460583.97396803,1354788.22877018,1258536.72866582,1199223.15130716,1047113.65264574,3132105.60146431,3802988.65774691,1987183.01032058,4644361.78636028,1438314.50462904,3965172.36936369,2824171.57873477,2674774.9574037003,3841900.28168155,2764008.04991485,5088665.07417944,3937662.93115026,8.43365595754145,0.0008988842414614729,0.003119262479698395,Yes
sll1577,168064352.090302,141824996.937268,421610046.250279,325811985.785021,121041916.19238701,379477581.02581203,326583861.68991,495824674.50773,49907118.2557423,52593521.9990511,135170278.612459,50150708.700751,134885699.828463,41993817.591004,29453559.8765944,35143887.6622836,15626941.595070802,11947336.3008524,16515183.401773801,14200312.367168,8.423084728300685,0.0009044623582722312,0.0031308312401731077,Yes
sll0195,139933.199402,123287.90283199999,87888.5453227,114758.12305699999,193840.63742,132649.53790899998,69540.84084330001,128812.78713800001,372917.282536,284415.80856100004,353919.004614,276170.93652,515847.01007799996,294531.02998,222679.310242,279557.048236,251955.12735300002,254306.899907,237665.495452,157282.68886199998,8.404969100949069,0.000914112636518592,0.0031564037820382075,Yes
slr0597,5519122.10966128,4992065.85557463,2254650.57508196,3792211.11955577,3303938.58398517,2993437.25197111,3535958.46093977,3063328.59563389,1833264.86608172,1332314.66851599,2760742.8779789,809982.960605528,3286054.92315336,1739865.82764787,1277741.02731781,1510526.45165578,1055119.89555655,1073381.50216147,959963.03822995,1187870.52236573,8.394682621269382,0.0009196440634814803,0.003167662885325099,Yes
sll0635,372332.664214,97966.4075359,177303.35288800002,344123.42336,321970.420848,29293.9372597,31336.9345184,38890.2266685,551494.1873529999,457401.806913,600910.137856,661224.9916399999,81384.72123119999,502049.80368400004,350406.085482,445967.657311,445985.434275,491003.497005,496627.65506400005,510717.283494,8.380506392303415,0.0009273292549835566,0.0031862667751282304,Yes
slr1756,33204805.704957,60229266.0160058,48895454.6427618,50355319.38361029,46499520.7858943,36403177.2995645,30304939.4733687,19425338.216648396,70359406.619326,68637418.3018057,58558345.6842315,71269141.5092261,44797697.131840706,65284926.168795,64033830.4221879,55829800.573331006,72309482.8872141,58685404.09282371,54563290.10329871,67889825.0797402,8.370690878968691,0.0009326929507407573,0.003196822275880483,Yes
slr1867,903098.0910290001,500713.05656800006,1225883.4854,751705.611194,1155631.83442,423162.585831,1352296.48464,457453.720337,246801.50985300003,173992.215823,250884.578575,99667.66428710001,236685.326687,38367.2686867,95387.1068988,143229.937901,193988.288226,72081.1205133,268468.141131,98286.49779600001,8.357344448312094,0.0009400424615805937,0.0032141157693748243,Yes
sll1809,12683758.553864999,8137913.184922,6669709.623091,7023874.912098,7049383.855888001,6944107.219644,8224662.709958,9706950.97654,3495819.3544300003,1356808.190133,6824032.656574,1032707.5543780001,7795089.206752,1218309.870545,879107.076055,1422818.5100379998,1146251.955184,812562.6727850001,1223971.248661,867801.3225879999,8.288507575506728,0.000979003920429032,0.0033391454009743266,Yes
slr0585,3769966.86616652,6005967.00726073,6451364.84594154,7750890.770933,6743413.3032923,6314626.30100854,5283462.915217,3431866.29557341,6974732.60921676,14973810.0349203,11443172.7931851,14259569.4860955,9026025.26464905,12875071.013105,12540472.5904922,11149843.811366498,12333488.700240899,9159270.51775834,9894645.92551105,10348603.5337473,8.259399057112084,0.000996025754040557,0.0033869097169510897,Yes
sll0408,26942368.6290128,28827944.4109908,25878070.152564898,29229210.345225703,22451008.6413505,27672995.975700103,22963816.9509647,35344090.846685,17836178.147805803,10812704.957317801,24119175.3397278,8960591.4444412,32236955.4237443,7870651.905692,11084719.305403098,12492465.5269668,5675615.78971916,6756316.58485706,5356165.78370943,3825160.34857612,8.256289670773024,0.0009978637230587083,0.0033869097169510897,Yes
slr0557,4437404.23181927,4244928.31260477,3300637.48994446,3462508.34821152,3256191.59658036,2990603.32671738,3190165.01692695,2375309.99811551,5511774.26421264,4705305.41749447,4803594.56172273,5018534.29897724,4313118.33220175,5045407.38410412,4315487.53546743,3938266.76683029,3766109.63076545,1822236.43971698,3996191.12154524,2334565.83098376,8.202208423510017,0.0010304524239342413,0.0034890318723016177,Yes
slr1535,1660697.1309,1304097.12095,36058.303518199995,1201656.18673,676836.272335,598233.5832069999,583419.9829020001,72319.4326449,1306497.1365200002,1231484.54966,1365742.37684,1716590.84858,271077.37664499995,239399.449818,153612.03836600002,69216.6417364,189658.627318,315105.535113,375594.039811,514920.854953,8.192027050181329,0.0010367212080673253,0.003501758075675348,Yes
sll1502,8900392.76169046,11814427.514828099,8896515.83222227,9753183.13679416,4300383.0149973,7291035.31216786,8252809.15748118,3932987.27979686,7843518.59973016,8004702.359804201,7694015.71696132,7071754.42357139,5937389.07227399,6797544.65256071,6790333.59789204,6466786.74347434,5400540.48987712,4491303.35235154,6664626.87269997,4693912.78612964,8.123032161854919,0.001080355522608862,0.0036364170528362465,Yes
slr0898,7478268.12705883,8406680.12757161,6460974.81106536,7170839.42372829,7136235.68030453,5910089.47879338,5638903.80020785,5429074.07440669,8037509.71027678,9738223.6363227,6364783.32630198,10401252.9975403,5765259.06157379,8993510.71571486,8036086.90862871,7416983.23835244,12030930.3619614,9630326.89176771,15025091.3315646,10676987.5830085,8.120799964059941,0.0010818014888365893,0.0036364170528362465,Yes
slr1643,5750085.74887431,31048913.722995196,35643176.9379039,36643441.649275295,45395699.8085543,38642485.880191796,36632343.8463725,31014219.4826198,19248995.778470103,9946708.64561896,31783235.8076687,9635944.30036412,27790727.4823014,6276281.42079155,8686115.93565281,12491920.385155698,2372684.26020209,1967657.12905207,3048706.31347101,2354979.99737459,8.081809090160688,0.0011074149470483648,0.0037135669498376657,Yes
slr1934,4068052.5817,4925437.697422001,4237404.615368,4969165.311488,5196980.9052800005,570205.589713,3964800.994124,3695339.4938300005,7842802.88885,7474618.64894,6420863.81663,7686528.654839999,6446385.35018,7089012.02223,6070977.9029,6507653.82971,5288729.81873,3986856.7778419997,6486604.91991,3636406.4264589995,8.053506731720967,0.0011264364061732654,0.0037682944523062477,Yes
slr0063,1185988.79232167,3514202.40397717,2408856.11562208,3308925.48877321,858305.27552893,1387552.0951947,903231.353965543,2369074.04397178,5141231.33410379,5352720.24825097,4040634.3923852006,5323093.89600891,1922819.80812494,5402696.77943475,5091179.04291274,3302105.74601517,5049424.62241372,3689830.52151507,3745819.52962638,4742469.57640881,8.04785551064355,0.0011302785419252158,0.0037721018325016175,Yes
slr0105,1309636.91328,839472.331292,604628.2240520001,573921.022767,409005.273087,247536.96721300003,367947.378516,165175.617108,119602.614694,316260.467877,200924.600524,385582.468285,128191.73783299999,309500.699018,208051.12995,240614.180806,408258.49034,290799.802217,504102.25184399995,362065.146388,8.025939702040828,0.0011453193017268426,0.0038131752408328053,Yes
slr2024,4299800.06934,2641924.2120740004,1657438.673234,2848402.889818,2821905.22635,3343711.434004,2045243.2880880001,3402115.8456900003,1578736.685436,1166056.776759,1603785.8013610002,2182549.906705,2041699.389074,950835.461459,2269340.9067450003,1254744.463776,501623.615862,999003.225803,666241.457334,605962.078553,8.012906278159878,0.001154371286257636,0.0038341617722128622,Yes
slr0513,590081.32510219,995891.409956614,1011336.47988462,620307.808809957,543318.109860352,789266.1727948659,711542.798076219,1254098.36150781,1584325.4605162,1262266.35738662,1380380.56975717,1332253.69556903,2062051.89233598,1218671.09987217,1384499.3669784,1562101.8374333,976903.740465576,736869.672785499,933766.241355025,949268.8145242791,8.00320275299177,0.0011611630908224119,0.0038475594102072796,Yes
sll0982,1579078.6763799998,2152267.31897,1968319.88818,1993638.6079,1816335.51627,2175731.2193299998,1824158.6975,2975230.58112,1590726.9617899999,1217261.09777,1881933.27817,1028848.0424700001,2043760.55993,1125727.94548,1237588.46424,1356574.30223,779150.809631,1075239.48693,800399.762879,560621.766844,7.970411189432119,0.0011844512691035368,0.003915425403790127,Yes
sll1019,516377.889088,543782.6313380001,489398.35408900003,430163.786747,283621.259641,334969.990508,330634.83758,339963.29452399997,596102.25485,521964.593679,522277.025433,467820.709971,465325.17825500004,515904.313682,538105.568675,423821.99190300005,503162.07838,434903.826257,618656.596061,420745.08738000004,7.9498719675527365,0.0011993066259049889,0.003955160149261133,Yes
slr1385,3803187.20096,4046179.09021,1393724.067021,3014206.839268,2964088.4609,2732149.772409,2006458.0873810002,2551591.222805,4399778.627868,3904041.676799,3567971.1261739996,3645781.652575,3859047.6257169996,4811748.013526999,4935110.063282,4300327.743282,6625470.539322,4841793.044802,4559470.900299,4880056.639377,7.926200223788815,0.0012166893835708452,0.004003022853965399,Yes
slr0719,692444.867933,228150.023002,687011.089083,789905.410249,1199608.4277899999,829455.387918,919899.82146,404653.67279499996,420019.27962800005,203838.250978,1084386.4723399999,1627062.87755,921318.5386409999,1806235.06547,1547078.98111,1579546.21965,1948109.00872,1967690.9545200001,2220664.66951,1676962.5653799998,7.915416610531718,0.0012247023014010942,0.004019905201069474,Yes
sll0034,490829.656195,710986.880752,604152.140261,837591.450027,712762.218912,759187.233947,821438.17299,1010071.0776600001,688625.177385,876500.891854,599970.494474,859344.7851790001,559630.3967640001,696639.169388,657820.992016,587190.5897680001,359427.815383,293022.707042,553144.581884,188903.718047,7.897397389886745,0.0012382251532609048,0.0040547513821571875,Yes
sll0401,1992374.37455,3960637.47266,3331512.85133,4053925.453,2593667.12435,3393481.0353,2473590.0813599997,3888275.19504,3637756.2063599997,3420522.4047,3431144.88556,2897005.48945,2692954.68301,3024176.20013,2745684.93136,2607968.21587,1639804.87477,1154125.5269799998,1876734.45266,854459.833916,7.873480194942998,0.0012564355753599639,0.004104748542452341,Yes
slr0362,667878.013518,1017558.1410379999,806215.932092,895513.929789,805411.1576439999,804158.366065,700337.0620510001,625627.381773,1368443.695039,1155917.668611,1134323.428998,1803240.307846,1218483.369455,1875124.92187,1473152.579025,1569544.657313,2081890.0369419998,1822641.5429470001,2013121.817059,952837.898742,7.862456207986923,0.001264930908396926,0.004122847236480635,Yes
ssr1528,15444500.4967,11966828.9649377,9726542.05389064,11095434.869916199,17968532.4316425,12096371.7386569,14399289.7173569,21671627.3326576,6800011.47281824,3678923.18821952,10297574.4579892,2224329.12726109,15318513.4465673,3138863.29010531,3699832.40518526,6040804.55772487,1632061.88792853,4989418.03526322,4556903.98769865,2705014.8153009,7.842134957546971,0.001280761547620413,0.004164714123381063,Yes
slr1330,3352056.94118217,3014719.16936506,7152884.41029043,4730683.94497192,2873061.94549079,5554176.51139913,6667697.36956926,2180108.10541337,606016.5670371461,360886.528324516,846638.4906445891,249386.661207691,3678867.55971858,490302.37065646704,281110.191387747,414349.62369110296,357672.72771629604,454756.02350863797,333549.182067901,545206.6768183811,7.824080041168193,0.0012950146396627843,0.004201268424022289,Yes
sll0504,672629.60630378,1483797.4327973998,164842.463414664,518951.53491914604,1458758.50372902,1415410.09060055,466870.971442759,363924.16999578,3547215.80699589,2985051.80629719,1899485.50742502,4513224.49185561,2727864.57917365,3646386.64159067,1671230.43929819,2103611.22799503,2880928.47276258,1399136.24351908,2499196.93835508,2146710.98986484,7.804829378695344,0.0013104094247488594,0.004241348370126819,Yes
slr0626,2048830.90961164,2977374.63620223,2492992.61682895,2492053.83787928,2795891.96022566,2739909.92832774,2199224.57716445,1442443.66505349,3072157.77270485,3414402.53040175,2737454.37392057,3715219.28335345,2450621.84762649,3695223.68604243,3230477.32243161,2987652.81867502,4225300.6443702,3634624.5320467004,5764890.08648656,4178679.54846109,7.799883474787331,0.0013143979825196478,0.0042444101518863625,Yes
sll0221,1156751.32746,1344913.78388,1043582.8956,1272996.56234,814207.712144,391318.09807,123542.17728699998,1865944.2028599998,1981271.79136,1694207.72953,1389834.24755,1624653.3919,1683060.78364,1751712.03095,1690266.45965,1557941.30534,2147866.6145599997,2430003.76714,2058628.2857400002,2055565.93336,7.773018459147002,0.0013363039400211176,0.00429863120728804,Yes
sll0728,3495840.20538805,3781965.20653684,3204499.84832082,3761830.51019127,4286897.33345254,3490435.12082898,3368688.20846793,2904288.85047808,4325175.85343361,4831884.88365672,4001130.96600649,4799481.19172171,4389671.6673358,4580192.69472859,4615699.31493808,4582737.8827749,3710291.01600672,3455545.67563599,4077837.40010755,3246240.59463108,7.771745717242767,0.0013373519311562791,0.00429863120728804,Yes
slr0293,763009.8183520001,836681.9197600001,406156.488223,252975.895954,909666.8802129999,346212.707222,804694.434701,557520.927313,516850.064921,1546212.016231,1036365.035262,443153.066895,1024094.054202,1692393.3876729999,1407809.968294,425420.95669200004,2901073.4848169996,1548795.330664,2788654.1083919997,1750840.010853,7.7582137705099035,0.0013485519021596934,0.004321989650765228,Yes
slr0869,1675992.5844100001,218163.491156,1033222.2044700001,1558531.31751,1694202.15072,1272955.86627,1454666.76842,853263.491852,2844120.22092,2423312.1069799997,2502044.99906,2408387.46442,2437021.60564,2968953.11091,2602238.2710700002,2740553.85883,211882.252822,1520015.9313,2194102.51483,1801069.0103799999,7.755494401767827,0.00135081540339329,0.004321989650765228,Yes
sll1130,40891137.9510421,47374500.1834262,26309450.3704815,37277271.38950589,53920538.8120576,30761958.1679031,38433560.69679,30959063.388873402,33714354.5226292,51342111.135633506,40251551.636086404,64344350.1296911,36814383.4793061,56089011.48192671,46483600.344951704,43328139.481129,75910949.2793368,64219938.5209308,73517876.68644671,69907524.444022,7.718391427492637,0.0013821312332208669,0.004412066522524277,Yes
sll1343,2160585.53901959,3244996.59343328,2362436.78534238,2560452.22453554,2719350.39138723,2447276.92780109,2319291.23429495,1570788.8721568,3196108.54515395,3763577.29360246,2579399.49546665,4315965.14872336,2752120.1526062,4042379.90581547,3289902.79452771,3242501.52826321,4911325.045562999,3847351.87853291,6157814.6346473,4053461.1105187004,7.676425863742074,0.0014185438103688193,0.004517964875489733,Yes
sll1092,429248.0971,197391.380089,481694.216551,425959.649159,339749.419918,127844.785502,192846.605398,167371.528653,893688.592709,977791.204932,747122.697572,883092.459935,618585.1837149999,959237.230782,1147477.14974,833582.854862,704687.067619,527608.658993,763184.3966310001,1529318.58587,7.666906378493802,0.0014269536725286,0.00453414378667935,Yes
slr0608,427778.238283,1310634.0348399999,1112055.8516799998,1400535.45499,1113157.90036,921749.9274469999,882855.386193,902988.552717,95460.2197507,67428.7208809,1145479.23156,384165.251193,1031295.5677700001,1582709.9265299998,1300885.05801,1538746.36051,2138377.6677599996,1752853.08907,2451720.6288,1281393.1127,7.663333953964362,0.0014301242051175012,0.00453414378667935,Yes
sll1435,7550598.84927259,6635968.90186765,5267212.18472287,6016732.0390897,6500363.48673908,4990761.14087688,5161493.0350586,4033759.28275413,5993930.56684816,7124721.16076185,5217096.76047615,7534827.64335084,4303117.08905033,6952837.16908028,6525944.08414554,5620419.15936745,8919317.87759096,7432161.53661801,10586093.5708243,11196320.483425802,7.654627698664317,0.0014378844022335413,0.0045484098437999785,Yes
sll1747,2703886.65189183,3997231.11410594,2935650.77977825,3503936.78336521,3530374.75166022,2758180.58867098,2745760.37657424,2115070.06200977,5117031.26003551,4604941.11016089,4120901.60273698,4596124.64738211,3570128.84087764,4208089.56436829,4173892.0920762,3990276.32714151,4009533.54933761,2605023.76400663,3665763.60322686,3243187.62797208,7.650506967649826,0.0014415739332009627,0.004549763884197608,Yes
slr1839,4347068.668380001,2948818.559405,4399680.866293,3764771.036475,1465997.6422920001,4536911.046816001,3040150.163719,6919717.224861,1034288.89375,822570.72965,1791385.4316689998,560304.721385,1367735.067368,1344745.119474,1133330.241001,1449805.308768,742160.617078,1204759.277794,1112411.6366360001,1042973.8267549999,7.630031622908777,0.0014600660163776816,0.004597724814552745,Yes
slr0743,5701978.589315,5350188.537355999,4792176.065165,4254196.815244,4263862.777343,3778539.3099082,3149126.67135,2542893.5173790003,7935949.106539999,7708488.162710001,6370817.872346,7850615.978339999,5910831.602508999,8598220.944430001,6957604.73337,5889850.736719,9702832.96996,4728129.6892800005,6573103.01638,6629389.20431,7.583315911534399,0.001503268467029079,0.004723107007895417,Yes
slr1616,494694.634572196,1102397.99362837,772703.863261742,186473.82450769198,524984.251342452,394987.352800475,478714.092041057,377710.396316447,627941.8395781771,1027504.92654735,611321.371235224,747977.574080762,501831.47347203206,1010044.12242802,692225.204190663,201160.296288149,1497373.38746785,1089715.1904112,1861083.16939915,1380397.17654101,7.5775406606922155,0.001508708975963174,0.00472829814979066,Yes
ssl3436,23051109.6365,33450307.74365,32553348.534890004,35317769.28727,35433160.29706,42601246.088259995,29971427.23039,67529365.6181,91877941.1781,62224320.4298,81557450.5204,64317976.4727,134152893.7498,72023764.5671,91919398.2279,97564540.3677,98754568.8439,130993017.5528,49332720.7159,87408989.5149,7.574376015854804,0.0015116996235173005,0.00472829814979066,Yes
slr0534,833960.190250105,577771.203693632,478243.65683970205,224839.528976498,708679.739084812,377828.923392483,484113.045449805,600483.90278733,1144976.71045979,1163459.52210082,468952.836669636,1388189.04906365,541433.122835928,968621.4519416109,948275.640413535,1053277.85738033,1264724.12721399,1181245.02089284,1460749.36119969,1850535.86938294,7.51509074101355,0.0015689817508652759,0.004896486672163444,Yes
sll0088,486997.993688,450058.333874,375973.720832,434739.653732,398434.31226700003,399077.659644,248488.20640100003,148318.68924100001,556065.024334,444071.063846,511275.92792600003,370358.085267,572109.782168,380987.216588,488751.92636800004,498022.378825,243009.901763,139256.429053,323825.234133,166900.29077300002,7.495796659469215,0.0015881496306772583,0.00494524271159548,Yes
sll1945,6063965.96119497,7308879.51913885,5268144.98672597,6522056.87337266,7086861.68747184,6469649.83670324,5471715.22241892,5133427.4352607,10349053.450404901,11148851.7737181,7645693.64592122,10752839.738066,7059574.37001845,10670114.7319719,9827637.47573193,8574447.54812321,10998267.8087001,9144344.56448591,16711102.696000699,11214596.205412598,7.452841868927373,0.0016317807861432757,0.005069786629554276,Yes
slr1861,571001.337395,686085.176425,542477.123981,524906.659449,700433.263129,409565.61906999996,470707.006239,399618.67775,910159.16147,806610.281756,904181.88401,1007031.0626,776457.349323,1080372.8158200001,72269.28949439999,967063.702412,1462999.79274,1016080.56961,1374789.2793,1341266.29782,7.414726441100626,0.00167163250172218,0.005182060755338758,Yes
sll0735,6777579.10494387,3250719.55833447,3480754.05901538,5351184.8476693,6664904.04058528,5137903.14653321,6400807.39436812,2311825.4864775003,2959519.49347728,1770965.99503856,1618132.00324322,1573960.49991137,895177.392242355,3443057.31333316,1503010.69408678,2112946.14260717,1264046.36961289,1329568.91958105,1397054.97796381,1239643.25487774,7.403907202768941,0.0016831440433141525,0.005206177251492778,Yes
sll0921,2987852.2548950003,1574449.3585299999,1920235.624304,1326072.305369,1063851.961718,756579.5136808001,923678.316935,793397.7839119,2329412.418231,2441793.077228,1572738.425934,2762552.661221,1682801.63948,2550378.947161,2122672.501691,2037080.496323,3512596.968301,2852386.872663,1898287.0759069999,3317724.978699,7.327269605036025,0.0017672965046948372,0.0054543774868347295,Yes
